1	what kinds of tests can have generated with this drug?	all types of ai application.	can functional and memory tests both that done?	no. the blood tests can be done
0	Hello, how can I edit my nodes for input classification? Sure, you can edit or delete nodes. How many nodes can I add at most in one time?	There is a ‘create 5 Nodes’ option to add five child nodes with default names. Then you can select the node to rename with appropriate values.	Sounds great. How can I delete nodes from input classification?	Yes. You can upload a JSON file.
1	Hello, I can’t find the delete button for input classification nodes. Can you help me?Sure. Move mouse over the node. Right click on it and option to delete the node will be displayed.	Can I add more nodes?	Absolutely! There are two ways: First move your mouse over the node, right click then select ‘create child node’ option. A popup window will open. There is a plus(+) symbol on the popup window. With this you can add as many nodes required, then click create to add nodes to the tree. The second way is move your mouse over the node, right click then select ‘create 5 nodes’ option to add five child nodes with default names. Then select the node to rename with appropriate values. Thank you! Can I upload my input classification?	Yes. You can upload a JSON file.
0	Hello, I can’t find the delete button for input classification nodes. Can you help me?Sure. Move mouse over the node. Right click on it and option to delete the node will be displayed.	Can I add more nodes?	Absolutely! There are two ways: First move your mouse over the node, right click then select ‘create child node’ option. A popup window will open. There is a plus(+) symbol on the popup window. With this you can add as many nodes required, then click create to add nodes to the tree. The second way is move your mouse over the node, right click then select ‘create 5 nodes’ option to add five child nodes with default names. Then select the node to rename with appropriate values. Thank you! Can I upload my input classification?	Sorry, we don’t have this option.
1	Hello, I can’t find my testing cases? Can you help me?	Yes, you can go to Login-> Get Started -> TEST CASE GROUP, then select appropriate test case group, scroll to right till you see the action column. Hover over each action button to see the description, click ‘View Test Cases’. Then you will be redirected to input test cases. Did I solve your problem?	Yes, Thanks. Can I change the color of node?	Sorry, we don’t have this option.
0	Hello, I can’t find my testing cases? Can you help me?	Yes, you can go to Login-> Get Started -> TEST CASE GROUP, then select appropriate test case group, scroll to right till you see the action column. Hover over each action button to see the description, click ‘View Test Cases’. Then you will be redirected to input test cases. Did I solve your problem?	Yes, Thanks. Can I change the color of node?	The tree should have only three levels. There is no limit on the number of nodes and child nodes. Higher the nodes more number of test cases will be generated.
1	How many nodes can I enter for my input classification?	Are you asking about the tree?	Yes.	The tree should have only three levels. There is no limit on the number of nodes and child nodes. Higher the nodes more number of test cases will be generated.
0	How many nodes can I enter for my input classification?	Are you asking about the tree?	Yes.	Sorry, we don’t have that option. But you can create a new node.
1	How to delete nodes from input classification?	You can mode mouse over the node. Right click on it and option to delete the node will be displayed.	If I accidently delete the node, can I recover it?	Sorry, we don’t have that option. But you can create a new node.
0	How to delete nodes from input classification?	You can mode mouse over the node. Right click on it and option to delete the node will be displayed.	If I accidently delete the node, can I recover it?	Sorry, we use JSON file to generate testing cases.
1	How can I upload my input classification?	Go to Login -> Get Started -> DATA ADMINISTRATION. Then select JSON file,  select file type ( Input, Context or Output), click submit.	Thanks for you help. Can I upload an excel file?	Sorry, we use JSON file to generate testing cases.
0	How can I upload my input classification?	Go to Login -> Get Started -> DATA ADMINISTRATION. Then select JSON file,  select file type ( Input, Context or Output), click submit.	Thanks for you help. Can I upload an excel file?	You need to go navigation: Login -> Get Started-> Data Administration with graph. Move mouse over the node.Right click on it and option to delete the node will be displayed.
1	Can I use input classification files as my content classification?	Sure.	Can I use my previous trees?	Yes, no problem.
0	Can I use input classification files as my content classification?	Sure.	Can I use my previous trees?	You need to go navigation: Login -> Get Started-> Data Administration with graph. Move mouse over the node.Right click on it and option to delete the node will be displayed.
1	I can find the way to delete nodes from classification?	Are you asking about input classification?	Yes	You need to go navigation: Login -> Get Started-> Data Administration with graph. Move mouse over the node.Right click on it and option to delete the node will be displayed.
0	I can find the way to delete nodes from classification?	Are you asking about input classification?	Yes	Sorry, we don't have this option right now. If you have more question, please contact admin.
1	I don't know how to create a child node from input classification, Could you help me?	Absolutely. Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move the mouse over the node.Right click on it and select “Create Child Node” option.A popup window will open. Add name for the node and click create.	Do you have any more question?	No, Thanks for your help.
0	I don't know how to create a child node from input classification, Could you help me?	Absolutely. Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move the mouse over the node.Right click on it and select “Create Child Node” option.A popup window will open. Add name for the node and click create.	Do you have any more question?	You need to go navigation: Login -> Get Started-> Data Administration with graph. Move mouse over the node.Right click on it and option to delete the node will be displayed.
1	Can I add three nodes at once?	Yes, you can right click, select 'create child node' option.A popup window will open. There is a plus(+) symbol on the popup window. With this you can add as many nodes required,then click create to add nodes to the tree.	Can I change the node color?	Sorry, we don't have this option right now. If you have more question, please contact admin.
0	Can I add three nodes at once?	Yes, you can right click, select 'create child node' option.A popup window will open. There is a plus(+) symbol on the popup window. With this you can add as many nodes required,then click create to add nodes to the tree.	Can I change the node color?	No, Thanks for your help.
1	I wasn't able to find my input classification file.	Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Select tree/file from dropdown list. Tree will be displayed.	May I use input classification file as content classification?	Yes, no problem.
0	I wasn't able to find my input classification file.	Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Select tree/file from dropdown list. Tree will be displayed.	May I use input classification file as content classification?	Sorry, we don't have this option right now. If you have more question, please contact admin.
1	What type of input classification file can I upload?	JSON file	Where can I check my testing tree?	Go to  Login → Get Started → DATA ADMINISTRATION WITH GRAPH Select tree/file from dropdown list. Tree will be displayed.
0	What type of input classification file can I upload?	JSON file	Where can I check my testing tree?	Move mouse over the node. Right click on it and option to delete the node will be displayed.
1	Is there any limitation for creating nodes for input classification?	The tree should have only three levels. There is no limit on the number of nodes and child nodes. Higher the nodes more no of test cases will be generated.So if possible create trees with key values.	Thanks. Can I use scratching input classification file.	Sorry, we don't support this option. But you can upload your own JSON input classficiaction file.
0	Is there any limitation for creating nodes for input classification?	The tree should have only three levels. There is no limit on the number of nodes and child nodes. Higher the nodes more no of test cases will be generated.So if possible create trees with key values.	Thanks. Can I use scratching input classification file.	Move mouse over the node. Right click on it and option to delete the node will be displayed.
1	How can I delete nodes from input classification?	Move mouse over the node. Right click on it and option to delete the node will be displayed.	Is there any limitation for creating nodes for input classification?	The tree should have only three levels. There is no limit on the number of nodes and child nodes. Higher the nodes more no of test cases will be generated.So if possible create trees with key values.
0	How can I delete nodes from input classification?	Move mouse over the node. Right click on it and option to delete the node will be displayed.	Is there any limitation for creating nodes for input classification?	Move mouse over the node. Right click on it and option to delete the node will be displayed.
1	Hello, how can I edit my nodes for input classification? Sure, you can edit or delete nodes. How many nodes can I add at most in one time?	There is a ‘create 5 Nodes’ option to add five child nodes with default names. Then you can select the node to rename with appropriate values.	Sounds great. How can I delete nodes from input classification?	Move mouse over the node. Right click on it and option to delete the node will be displayed.
0	Hello, how can I edit my nodes for input classification? Sure, you can edit or delete nodes. How many nodes can I add at most in one time?	There is a ‘create 5 Nodes’ option to add five child nodes with default names. Then you can select the node to rename with appropriate values.	Sounds great. How can I delete nodes from input classification?	The tree should have only three levels. There is no limit on the number of nodes and child nodes. Higher the nodes more no of test cases will be generated.So if possible create trees with key values.
1	Can I add more nodes?	Absolutely! There are two ways: First move your mouse over the node, right click then select ‘create child node’ option. A popup window will open. There is a plus(+) symbol on the popup window. With this you can add as many nodes required, then click create to add nodes to the tree. The second way is move your mouse over the node, right click then select ‘create 5 nodes’ option to add five child nodes with default names. Then select the node to rename with appropriate values.	I can’t find the delete button for input classification nodes?	Move mouse over the node. Right click on it and option to delete the node will be displayed.
0	Can I add more nodes?	Absolutely! There are two ways: First move your mouse over the node, right click then select ‘create child node’ option. A popup window will open. There is a plus(+) symbol on the popup window. With this you can add as many nodes required, then click create to add nodes to the tree. The second way is move your mouse over the node, right click then select ‘create 5 nodes’ option to add five child nodes with default names. Then select the node to rename with appropriate values.	I can’t find the delete button for input classification nodes?	Yes, no problem.
1	Hi, I have a question: Can I change the color of nodes?	Sorry, we don’t have this option.	Do you know where I can find my input testing cases?	Yes, you can go to Login-> Get Started -> TEST CASE GROUP, then select appropriate test case group, scroll to right till you see the action column. Hover over each action button to see the description, click ‘View Test Cases’. Then you will be redirected to input test cases. Did I solve your problem?
0	Hi, I have a question: Can I change the color of nodes?	Sorry, we don’t have this option.	Do you know where I can find my input testing cases?	Sorry, we don't have this option right now. If you have more question, please contact admin.
1	What type of input classification file can I upload?	We accept JSON file.	Can I use my previous tree.	Sure. You can upload your own tree by using JSON file.
0	What type of input classification file can I upload?	We accept JSON file.	Can I use my previous tree.	Go to  Login → Get Started → DATA ADMINISTRATION WITH GRAPH Select tree/file from dropdown list. Tree will be displayed.
1	Can I recover deleted nodes?	Sorry, we don’t have that option. But you can create a new node.	How many nodes can I enter for my input classification?	The tree should have only three levels. There is no limit on the number of nodes and child nodes. Higher the nodes more number of test cases will be generated.
0	Can I recover deleted nodes?	Sorry, we don’t have that option. But you can create a new node.	How many nodes can I enter for my input classification?	Sure. You can upload your own tree by using JSON file.
1	I tried to upload a Jason file, where can I see my testing tree?	Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Select tree/file from dropdown list. Tree will be displayed.	Can I delete nodes from input classification?	Sure. Navigation : Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move mouse over the node.Right click on it and option to delete the node will be displayed
0	I tried to upload a Jason file, where can I see my testing tree?	Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Select tree/file from dropdown list. Tree will be displayed.	Can I delete nodes from input classification?	The tree should have only three levels. There is no limit on the number of nodes and child nodes. Higher the nodes more number of test cases will be generated.
1	How to add or delete node from input classification?	For adding nodes, you can go Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move the mouse over the node.Right click on it and select “Create Child Node” option.A popup window will open. Add name for the node and click create.	For deleting nodes, you can go Navigation : Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move mouse over the node.Right click on it and option to delete the node will be displayed. Sounds great. Can I change the color of nodes?	Sorry, we don't have that option.
0	How to add or delete node from input classification?	For adding nodes, you can go Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move the mouse over the node.Right click on it and select “Create Child Node” option.A popup window will open. Add name for the node and click create.	For deleting nodes, you can go Navigation : Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move mouse over the node.Right click on it and option to delete the node will be displayed. Sounds great. Can I change the color of nodes?	The tree should have only three levels. There is no limit on the number of nodes and child nodes. Higher the nodes more number of test cases will be generated.
1	I can't rename my node?	You can Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move the mouse over the node.Right click on it and select “Rename Node” option.A popup window will open.Change name and Click rename. Do I answer you question?	Yes, thank you. How can I delete my saved trees?	Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Select tree/file from dropdown list. Click Delete.
0	I can't rename my node?	You can Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move the mouse over the node.Right click on it and select “Rename Node” option.A popup window will open.Change name and Click rename. Do I answer you question?	Yes, thank you. How can I delete my saved trees?	The tree should have only three levels. There is no limit on the number of nodes and child nodes. Higher the nodes more no of test cases will be generated.So if possible create trees with key values.
1	Can I upload an image file for my input classification tree?	Sorry, we don't accept image file right now, but you can upload JSON file.	Alright. Do you know how many nodes can I enter for my input classificaiton? Is there any limitation?	The tree should have only three levels. There is no limit on the number of nodes and child nodes. Higher the nodes more no of test cases will be generated.So if possible create trees with key values.
0	Can I upload an image file for my input classification tree?	Sorry, we don't accept image file right now, but you can upload JSON file.	Alright. Do you know how many nodes can I enter for my input classificaiton? Is there any limitation?	Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Select tree/file from dropdown list. Click Delete.
1	Can I upload my own JSON file as input classification and content classification?	Yes. You can go Go to Login → Get Started → DATA ADMINISTRATION 1. Select JSON File 2. Select File Type (Input,Context or Output) 3. Click submit.	Can I use scratch input classification files?	No.
0	Can I upload my own JSON file as input classification and content classification?	Yes. You can go Go to Login → Get Started → DATA ADMINISTRATION 1. Select JSON File 2. Select File Type (Input,Context or Output) 3. Click submit.	Can I use scratch input classification files?	The tree should have only three levels. There is no limit on the number of nodes and child nodes. Higher the nodes more number of test cases will be generated.
1	How can I find the input classification file?	Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Select tree/file from dropdown list. Tree will be displayed. Dropdown list will have “File Name” and “File Type”	Ok, thanks. I was able to delete the nodes from input classfication.	You can try Navigation : Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move mouse over the node.Right click on it and option to delete the node will be displayed.
0	How can I find the input classification file?	Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Select tree/file from dropdown list. Tree will be displayed. Dropdown list will have “File Name” and “File Type”	Ok, thanks. I was able to delete the nodes from input classfication.	Sure. You can upload your own tree by using JSON file.
1	I have a problem of uploading my input classification, how can I fix it?	Well, you can go Go to Login → Get Started → DATA ADMINISTRATION 1. Select JSON File 2. Select File Type (Input,Context or Output) 3. Click submit.	Do I solve your problem?	Yes, Thank you very much.
0	I have a problem of uploading my input classification, how can I fix it?	Well, you can go Go to Login → Get Started → DATA ADMINISTRATION 1. Select JSON File 2. Select File Type (Input,Context or Output) 3. Click submit.	Do I solve your problem?	You can try Navigation : Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move mouse over the node.Right click on it and option to delete the node will be displayed.
1	I can't upload my previous input classification tree.	Ok, you can go Go to Login → Get Started → DATA ADMINISTRATION 1. Select JSON File 2. Select File Type (Input,Context or Output) 3. Click submit.	Thank you. What else file format can I upload except JSON.	Right now, we only accept JSON file.
0	I can't upload my previous input classification tree.	Ok, you can go Go to Login → Get Started → DATA ADMINISTRATION 1. Select JSON File 2. Select File Type (Input,Context or Output) 3. Click submit.	Thank you. What else file format can I upload except JSON.	Sure. You can upload your own tree by using JSON file.
1	Can I change the order of input classification?	Nodes and Child Nodes are arranged/sorted based on name(A-Z) after each action(add,delete and rename)	Can I delete nodes from input classification tree?	Sure, Navigation : Login → Get Started → DATA ADMINISTRATION WITH GRAPH  Move mouse over the node.Right click on it and option to delete the node will be displayed
0	Can I change the order of input classification?	Nodes and Child Nodes are arranged/sorted based on name(A-Z) after each action(add,delete and rename)	Can I delete nodes from input classification tree?	Right now, we only accept JSON file.
1	I wasn't able to create and delete a node from input inclassification, can you help me?	Sure."For creating node:Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move the mouse over the node.Right click on it and select “Create Child Node” option.A popup window will open. Add name for the node and click create."	For deleteing node:Navigation : Login → Get Started → DATA ADMINISTRATION WITH GRAPH  Move mouse over the node.Right click on it and option to delete the node will be displayed	Thanks for your help.
0	I wasn't able to create and delete a node from input inclassification, can you help me?	Sure."For creating node:Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move the mouse over the node.Right click on it and select “Create Child Node” option.A popup window will open. Add name for the node and click create."	For deleteing node:Navigation : Login → Get Started → DATA ADMINISTRATION WITH GRAPH  Move mouse over the node.Right click on it and option to delete the node will be displayed	The tree should have only three levels. There is no limit on the number of nodes and child nodes. Higher the nodes more no of test cases will be generated.So if possible create trees with key values.
1	What to do with deleting nodes from input calssficaition.	Please check right click options.	Would you provide detail information about it?	Navigation : Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move mouse over the node.Right click on it and option to delete the node will be displayed
0	What to do with deleting nodes from input calssficaition.	Please check right click options.	Would you provide detail information about it?	Thanks for your help.
1	I have difficulty to upload my own input classficiation file?	What's your issue	I tried to upload csv file, but it failed.	We only accept JSON file. You can go Go to Login → Get Started → DATA ADMINISTRATION 1. Select JSON File 2. Select File Type (Input,Context or Output) 3. Click submit.
0	I have difficulty to upload my own input classficiation file?	What's your issue	I tried to upload csv file, but it failed.	Navigation : Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move mouse over the node.Right click on it and option to delete the node will be displayed
1	Why things not working when I adding more level for my input classification tree?	What's the issue?	I tried to add forth level, but not working.	The tree should have only three levels.
0	Why things not working when I adding more level for my input classification tree?	What's the issue?	I tried to add forth level, but not working.	The tree should have only three levels.
1	What to do if I want to add more nodes at once?	Are you talking about adding nodes in input classification tree?	yes.	There are two methods: Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move the mouse over the node.Right click on it and select   1. “Create Child Node” option.A popup window will open. There is a plus(+) symbol on the popup window. With this you can add as many nodes required,then click create to add nodes to the tree. OR’ 2. “Create 5 Nodes” option to add five child nodes with default names. Then select the node to rename with appropriate values
0	What to do if I want to add more nodes at once?	Are you talking about adding nodes in input classification tree?	yes.	The tree should have only three levels.
1	What can I do if I want to delete my saved tree?	Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH  Select tree/file from dropdown list. Click Delete.	Can I use scratch input classification tree?	No.
0	What can I do if I want to delete my saved tree?	Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH  Select tree/file from dropdown list. Click Delete.	Can I use scratch input classification tree?	The tree should have only three levels.
1	How to fix submission button doesn't work?	Go to Login → CONTACT  Click to view Google Feedback Form Add bug report.	Can I upload my own input classificatin tree?	Sure. You can uplaod your own JSON file.
0	How to fix submission button doesn't work?	Go to Login → CONTACT  Click to view Google Feedback Form Add bug report.	Can I upload my own input classificatin tree?	Sure. You can uplaod your own JSON file.
1	What can I do if I want to rename my node?	Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move the mouse over the node.Right click on it and select “Rename Node” option.A popup window will open.Change name and Click rename	How many child nodes can I enter for my input classification?	There is no limit on the number of nodes and child nodes. Higher the nodes more no of test cases will be generated.So if possible create trees with key values.
0	What can I do if I want to rename my node?	Go to Login → Get Started → DATA ADMINISTRATION WITH GRAPH Move the mouse over the node.Right click on it and select “Rename Node” option.A popup window will open.Change name and Click rename	How many child nodes can I enter for my input classification?	Sure. You can uplaod your own JSON file.
1	Why things not working when I try to add more nodes at once?	Have you tried 'create child node' method?	Would you give me more specific information about it?	“Create Child Node” option. A popup window will open. There is a plus(+) symbol on the popup window. With this you can add as many nodes required,then click create to add nodes to the tree.
0	Why things not working when I try to add more nodes at once?	Have you tried 'create child node' method?	Would you give me more specific information about it?	There is no limit on the number of nodes and child nodes. Higher the nodes more no of test cases will be generated.So if possible create trees with key values.
1	Why things not working when I try to add more nodes at once?	Have you tried 'create 5 Nodes' method?	Would you give me more specific information about it?	“Create 5 Nodes” option to add five child nodes with default names. Then select the node to rename with appropriate values
0	Why things not working when I try to add more nodes at once?	Have you tried 'create 5 Nodes' method?	Would you give me more specific information about it?	Sure. You can uplaod your own JSON file.
1	How can I upload my input classification?	Do you have a JSON file?	Yes.	You can go to Login → Get Started → DATA ADMINISTRATION, select file type (input, context or output) then click submit.
0	How can I upload my input classification?	Do you have a JSON file?	Yes.	No.
1	What can I do if I want to check my input classification cases?	Can You find "TEST CASE GROUP" on your left?	Yes.	Then you can 1.Select appropriate test case group 2.Scroll to right till you see the Action column 3.Hover over each action button to see the description 4.Click “View Test Cases” 5.User will be redirected to input test cases
0	What can I do if I want to check my input classification cases?	Can You find "TEST CASE GROUP" on your left?	Yes.	You can go to Login → Get Started → DATA ADMINISTRATION, select file type (input, context or output) then click submit.
1	How can I fix the previous information when I am at the output stage?	Yes for sure, could you please clarify 'previous information'?	Previous information are the previous stages, like input and contect stages.	Users can create an output tree or output tree can be generated automatically based on the input and context tree. Once the “test case group” is created, users can edit input,context and output trees.
0	How can I fix the previous information when I am at the output stage?	Yes, you can.	Could you please provide some steps?	You can simplify click the back button.
1	Can I edit the input and context without generating the output tree when I reach the output stage? Like can I edit the information without saving it?	No, you cannot.	Could you please provide clarification?	Once the “test case group” is created, users can edit input,context and output trees. Basically, you can generate the test case group first and then edit the information.
0	Can I edit the input and context without generating the output tree when I reach the output stage? Like can I edit the information without saving it?	Yes, you can.	Could you please provide clarification?	Sorry, I don't understand you question.
1	How do we improve the invalid output?	Expected output is generated from output tree and stored as tree (similar to the input and context tree).	I understand that, but can you provide a little bit more explanation?	The output tree can be auto generated or the user can manually create the tree. User can manipulate this output tree to model the expected output.
0	How do we improve the invalid output?	Expected output is generated from output tree and stored as tree (similar to the input and context tree).	I understand that, but can you provide a little bit more explanation?	Thank you for your help.
1	How is the output tree generated?	The output tree can be auto generated.	Can I do that manually?	Yes, you can.
0	How is the output tree generated?	The output tree can be auto generated.	Can I do that manually?	You question is quite intersting.
1	How to export the output? Can I download the report instead of going back and forth?	Currently we do not have this functionality. We are developing a report to export all test cases along with the input, expected output and application output.	I think you guy should really develop such function.	Thank you this sugguest!
0	How to export the output? Can I download the report instead of going back and forth?	Yes, this output could be export as JSON file.	Where can I do that? I couldn't find it.	You're welcome!
1	How is each output stored? Are there options for us to select?	Expected output is generated from output tree and stored as tree (similar to the input and context tree).	How is the output generated?	The output tree can be auto generated or the user can manually create the tree.
0	How is each output stored? Are there options for us to select?	Yes, for sure.	??	Thank you!
1	What format is the application stored as?	What do you mean by format?	Like, is it string, integer, or what?	Application output is stored in the form of String. This output is generated by the application.
0	What format is the application stored as?	We have many formats.	Can you list them then?	No, I don't quite understand you question.
1	What type of version is the output?	Could you please explain what do you mean by version?	Yes, it is like what does it stored as?	Expected output is generated from output tree and stored as tree (similar to the input and context tree).
0	What type of version is the output?	Could you please explain what do you mean by version?	Yes, it is like what does it stored as?	Go to  Login → Get Started → DATA ADMINISTRATION
1	What are the maximum child nodes for the parents nodes (child nodes for Invalid; child nodes for Valid)?	Do you mean number of nodes?	Like can I have more than 10?	There is no such limitationn.
0	What are the maximum child nodes for the parents nodes (child nodes for Invalid; child nodes for Valid)?	I don't get your question.	Like can I have more than 10?	No, we don't have such option.
1	Can I have 20 child nodes for the parents nodes?	Yes, of course.	For real? Like as many as I want?	There is no nodes limitationn.
0	Can I have 20 child nodes for the parents nodes?	No	Then, how many can I have?	Go to  Login → Get Started → DATA ADMINISTRATION WITH GRAPH
1	If I have more than 50 child nodes for the parents nodes, would that be okay?	There should be no problem.	Why?	Our system doesn't have nodes limitationn.
0	If I have more than 50 child nodes for the parents nodes, would that be okay?	No.	Why?	Our system doesn't have nodes limitationn.
1	What do we do next after the output stage?	Do you mean the final output?	No, I mean the test cases.	You can simply provide input for the test cases and then perform the execute test case action.
0	What do we do next after the output stage?	Do you mean the final output?	No, I mean the test cases.	Application output is stored in the form of String. This output is generated by the application.
1	What if I accidentally return back to the previous stage, will output information be saved?	What do you mean by previous stage?	Like going back to the context page/input page.	Expected output is generated from the output tree once “generate test cases” action triggered. If this action is interrupted then test case generation will be terminated.
0	What if I accidentally return back to the previous stage, will output information be saved?	What do you mean by previous stage?	Like going back to the context page/input page.	User can manipulate this output tree to model the expected output.
1	What will happen if the "generate test cases" action was triggered and I interrupted it?	During the output stage right?	Yes.	Then the test case generation will be terminated.
0	What will happen if the "generate test cases" action was triggered and I interrupted it?	During the output stage right?	Yes.	Nothing will happen.
1	What is the difference between expected output and application output?	During which stage?	Like at the end.	Expected output is generated from the output tree. Application output is generated after the execution of test cases. Expected output tree will be used to compare actual application output to rate the quality。
0	What is the difference between expected output and application output?	During which stage?	Like at the end.	Sorry, I don't quite understand your question.
1	When is application output generated?	Application output as the output for the final stage?	Correct.	Application output is generated after the execution of test cases.
0	When is application output generated?	Application output as the output for the final stage?	Correct.	Expected output is generated from the output tree.
1	When is the expected output generated?	Expected output as the output for the final stage?	Correct.	Expected output is generated from the output tree.
0	When is the expected output generated?	Expected output as the output for the final stage?	Correct.	Application output is generated after the execution of test cases.
1	How is expected output tree used?	Expected output tree?	Yes.	Expected output tree will be used to compare actual application output to rate the quality.
0	How is expected output tree used?	Expected output tree?	Yes.	Thank you for your help!
1	What if I accidentally deleted the whole test case?	Are you looking for recovery?	Yes.	Our system doesn't provide recovery.
0	What if I accidentally deleted the whole test case?	Are you looking for recovery?	Yes.	Go to  Login → Get Started → Test Case Group
1	Is there any way to restore the deleted test case?	Are you looking for restoration?	Yes, I am.	Unfortunately no. If user deleted input/context test case then user will need to retrigger the generate test case action.
0	Is there any way to restore the deleted test case?	Are you looking for restoration?	Yes, I am.	Go to  Login → Get Started → Test Case Group
1	Do I need to retrigger the generate test case action if I deleted input or context test case?	For the deleted input or context test case?	Correct.	Yes, you do need to do that.
0	Do I need to retrigger the generate test case action if I deleted input or context test case?	For the deleted input or context test case?	Correct.	Go to  Login → Get Started → Test Case Group
1	Where can I store the output information?	You will need to create an output tree.	Then?	In the child node user can put all the possible output strings or output tree can be generated automatically based on the input and context tree.
0	Where can I store the output information?	You will need to create an output tree.	Then?	Go to  Login → Get Started → DATA ADMINISTRATION WITH GRAPH
1	Where can I find the output information?	In our system menu? Do you need navigations?	Yes please.	Go to  Login → Get Started → Test Case Group
0	Where can I find the output information?	In our system menu? Do you need navigations?	Yes please.	Go to  Login → Get Started → DATA ADMINISTRATION WITH GRAPH
1	Could you please provide detailed navigations to get to the output information?	In our system menu? Do you need navigations?	Yes please.	1. Click view test case action 2. Select input test case and click view test case action  to see context test case 3. Click on the “Expected Output” or “Application Output” column  to view the output respectively
0	Could you please provide detailed navigations to get to the output information?	In our system menu? Do you need navigations?	Yes please.	Go to  Login → Get Started → DATA ADMINISTRATION WITH GRAPH
1	Where can I find the deleted test case?	Deleted from the Test Case Group?	Right.	Delete action is hard delete. I.e., you cannot view the test case once deleted.
0	Where can I find the deleted test case?	Deleted from the Test Case Group?	Right.	No. If user deleted input/context test case then user will need to retrigger the generate test case action.
1	What type of action is for deleted test case?	Could you please clarify what do you by the type?	Like is it restorable?	No, delete action is hard delete.
0	What type of action is for deleted test case?	Could you please clarify what do you by the type?	Like is it restorable?	The question is interesting.
1	Why is there only one file version available?	Do you mean the output file version? Or the input file version?	I mean in genneral.	Auto file versioning is not available but if you. Name the files accordingly and then user can store multiple versions of the file. Also, copy tree function is available
0	Why is there only one file version available?	Do you mean the output file version? Or the input file version?	I mean in genneral.	Yes. You can generate different expected output tree for same input and context group。
1	Can we have more than two parent nodes?	For output generation?	Yes, for the output tree.	No. Currently we do not have this facility.
0	Can we have more than two parent nodes?	For output generation?	Yes, for the output tree.	You're welcome.
1	Just by looking at the child nodes, it feels like the child nodes are lacking of something.	Could you explain a little bit more?	Can we have more detailed information about the child nodes?	No. Currently we do not have this facility.
0	Just by looking at the child nodes, it feels like the child nodes are lacking of something.	Could you explain a little bit more?	Can we have more detailed information about the child nodes?	There is no such limitation.
1	Is there a limitation on the number of output we could have from the same dataset?	During the output stage?	Correct, with using the same input and context group.	Yes. You can generate different expected output tree for same input and context group.
0	Is there a limitation on the number of output we could have from the same dataset?	During the output stage?	Correct, with using the same input and context group.	No. Currently we do not have this facility.
1	For a given image or video, which features are considered context?	Could you provide some examples?	Many things related to the subject in your image or video can be considered as context. 	For example, the image is about a dog. The dog's posture, orientation and surounding backgroud can be regarded as context. 
0	For a given image or video, which features are considered context?	Could you provide some examples?	Many things related to the subject in your image or video can be considered as context. 	You can customize your context features by simply changing the labels of nodes, adding or deleting nodes in the context tree.
1	How can I customize my own context tree?	You can customize your context features by simply changing the labels of nodes, adding or deleting nodes in the context tree.	Great! Do you mean each node represents a context feature?	Yep! Each node in the context tree stands for a context feature you designed. Besides, just let you know, you can enter subnodes as subfeatures as well.
0	How can I customize my own context tree?	You can customize your context features by simply changing the labels of nodes, adding or deleting nodes in the context tree.	Great! Do you mean each node represents a context feature?	Great question! The greater the number of nodes, the more test cases will be generated and the longer it will take. So if possible create a tree with necessary key values.
1	Is there any limit to the number of nodes that I can enter?	There is no limit to the number of nodes you can create at each level. You can add nodes as needed.	Here, you mean at each level. Is there an upper limit on the total levels of nodes? 	Yes, you are right! So far, our context tree only supports 3 levels. When designing the context tree, be careful to the level restriction.
0	Is there any limit to the number of nodes that I can enter?	There is no limit to the number of nodes you can create at each level. You can add nodes as needed.	Here, you mean at each level. Is there an upper limit on the total levels of nodes? 	I am sorry. Users are not allowed to do that directly. Nodes and child Nodes are sorted based on name (A-Z) after each action (add, delete and rename).
